,schedule_date,schedule_season,schedule_week,team_x,score,opponent_score,margin,home_team,id,game_number,team_y,passing_yards,rushing_yards
190,2016-11-06,2016,9,BAL,21.0,14.0,7.0,BAL,2016BAL9,9,BAL,296,119
191,2016-11-06,2016,9,CAR,13.0,10.0,3.0,LAR,2016CAR9,9,CAR,261,99
192,2016-11-06,2016,9,CLE,10.0,35.0,-25.0,CLE,2016CLE9,9,CLE,203,45
193,2016-11-06,2016,9,DAL,35.0,10.0,25.0,CLE,2016DAL9,9,DAL,319,127
194,2016-11-06,2016,9,DEN,20.0,30.0,-10.0,OAK,2016DEN9,9,DEN,283,33
195,2016-11-06,2016,9,DET,22.0,16.0,6.0,MIN,2016DET9,9,DET,219,97
196,2016-11-06,2016,9,IND,31.0,26.0,5.0,GB,2016IND9,9,IND,281,85
197,2016-11-06,2016,9,JAX,14.0,19.0,-5.0,KC,2016JAX9,9,JAX,265,80
198,2016-11-06,2016,9,LAR,10.0,13.0,-3.0,LAR,2016LAR9,9,LAR,165,125
199,2016-11-06,2016,9,MIA,27.0,23.0,4.0,MIA,2016MIA9,9,MIA,240,106
200,2016-11-06,2016,9,MIN,16.0,22.0,-6.0,MIN,2016MIN9,9,MIN,307,47
201,2016-11-06,2016,9,NYG,28.0,23.0,5.0,NYG,2016NYG9,9,NYG,240,122
202,2016-11-06,2016,9,NYJ,23.0,27.0,-4.0,MIA,2016NYJ9,9,NYJ,213,140
203,2016-11-06,2016,9,OAK,30.0,20.0,10.0,OAK,2016OAK9,9,OAK,184,218
204,2016-11-06,2016,9,PHI,23.0,28.0,-5.0,NYG,2016PHI9,9,PHI,231,208
205,2016-11-06,2016,9,PIT,14.0,21.0,-7.0,BAL,2016PIT9,9,PIT,408,48
206,2016-11-06,2016,9,TEN,35.0,43.0,-8.0,LAC,2016TEN9,9,TEN,313,80
207,2016-11-07,2016,9,BUF,25.0,31.0,-6.0,SEA,2016BUF9,9,BUF,289,162
208,2016-11-07,2016,9,SEA,31.0,25.0,6.0,SEA,2016SEA9,9,SEA,348,96
209,2016-11-10,2016,10,BAL,28.0,7.0,21.0,BAL,2016BAL10,10,BAL,269,101
210,2016-11-10,2016,10,CLE,7.0,28.0,-21.0,BAL,2016CLE10,10,CLE,150,33
211,2016-11-13,2016,10,ARI,23.0,20.0,3.0,ARI,2016ARI10,10,ARI,198,135
212,2016-11-13,2016,10,ATL,15.0,24.0,-9.0,PHI,2016ATL10,10,ATL,267,48
213,2016-11-13,2016,10,CAR,17.0,20.0,-3.0,CAR,2016CAR10,10,CAR,192,50
214,2016-11-13,2016,10,CHI,10.0,36.0,-26.0,TB,2016CHI10,10,CHI,252,93
215,2016-11-13,2016,10,DAL,35.0,30.0,5.0,PIT,2016DAL10,10,DAL,301,118
216,2016-11-13,2016,10,DEN,25.0,23.0,2.0,NO,2016DEN10,10,DEN,258,103
217,2016-11-13,2016,10,HOU,24.0,21.0,3.0,JAX,2016HOU10,10,HOU,243,124
218,2016-11-13,2016,10,JAX,21.0,24.0,-3.0,JAX,2016JAX10,10,JAX,202,83
219,2016-11-13,2016,10,LAR,9.0,6.0,3.0,NYJ,2016LAR10,10,LAR,134,102
220,2016-11-13,2016,10,MIA,31.0,24.0,7.0,LAC,2016MIA10,10,MIA,172,98
221,2016-11-13,2016,10,MIN,20.0,26.0,-6.0,WAS,2016MIN10,10,MIN,169,72
222,2016-11-13,2016,10,NYJ,6.0,9.0,-3.0,NYJ,2016NYJ10,10,NYJ,163,139
223,2016-11-13,2016,10,PHI,24.0,15.0,9.0,PHI,2016PHI10,10,PHI,218,113
224,2016-11-13,2016,10,PIT,30.0,35.0,-5.0,PIT,2016PIT10,10,PIT,167,146
225,2016-11-13,2016,10,SEA,31.0,24.0,7.0,NE,2016SEA10,10,SEA,287,152
226,2016-11-13,2016,10,TEN,47.0,25.0,22.0,TEN,2016TEN10,10,TEN,305,154
227,2016-11-13,2016,10,WAS,26.0,20.0,6.0,WAS,2016WAS10,10,WAS,375,151
228,2016-11-14,2016,10,CIN,20.0,21.0,-1.0,NYG,2016CIN10,10,CIN,207,93
229,2016-11-14,2016,10,NYG,21.0,20.0,1.0,NYG,2016NYG10,10,NYG,227,102
230,2016-11-17,2016,11,CAR,23.0,20.0,3.0,CAR,2016CAR11,11,CAR,246,129
231,2016-11-20,2016,11,ARI,24.0,30.0,-6.0,MIN,2016ARI11,11,ARI,289,58
232,2016-11-20,2016,11,BAL,17.0,27.0,-10.0,DAL,2016BAL11,11,BAL,234,92
233,2016-11-20,2016,11,BUF,16.0,12.0,4.0,CIN,2016BUF11,11,BUF,166,153
234,2016-11-20,2016,11,CHI,16.0,22.0,-6.0,NYG,2016CHI11,11,CHI,316,95
235,2016-11-20,2016,11,CIN,12.0,16.0,-4.0,CIN,2016CIN11,11,CIN,283,64
236,2016-11-20,2016,11,CLE,9.0,24.0,-15.0,CLE,2016CLE11,11,CLE,246,33
237,2016-11-20,2016,11,DAL,27.0,17.0,10.0,DAL,2016DAL11,11,DAL,195,163
238,2016-11-20,2016,11,DET,26.0,19.0,7.0,DET,2016DET11,11,DET,232,94
239,2016-11-20,2016,11,IND,24.0,17.0,7.0,IND,2016IND11,11,IND,240,91
240,2016-11-20,2016,11,JAX,19.0,26.0,-7.0,DET,2016JAX11,11,JAX,126,183
241,2016-11-20,2016,11,LAR,10.0,14.0,-4.0,LAR,2016LAR11,11,LAR,214,69
242,2016-11-20,2016,11,MIA,14.0,10.0,4.0,LAR,2016MIA11,11,MIA,285,95
243,2016-11-20,2016,11,MIN,30.0,24.0,6.0,MIN,2016MIN11,11,MIN,224,82
244,2016-11-20,2016,11,NYG,22.0,16.0,6.0,NYG,2016NYG11,11,NYG,194,104
245,2016-11-20,2016,11,PHI,15.0,26.0,-11.0,SEA,2016PHI11,11,PHI,254,81
246,2016-11-20,2016,11,PIT,24.0,9.0,15.0,CLE,2016PIT11,11,PIT,221,148
247,2016-11-20,2016,11,SEA,26.0,15.0,11.0,SEA,2016SEA11,11,SEA,151,127
248,2016-11-20,2016,11,TEN,17.0,24.0,-7.0,IND,2016TEN11,11,TEN,290,97
249,2016-11-20,2016,11,WAS,42.0,24.0,18.0,WAS,2016WAS11,11,WAS,449,56
250,2016-11-21,2016,11,HOU,20.0,27.0,-7.0,OAK,2016HOU11,11,HOU,246,114
251,2016-11-21,2016,11,OAK,27.0,20.0,7.0,OAK,2016OAK11,11,OAK,315,56
252,2016-11-24,2016,12,DAL,31.0,26.0,5.0,DAL,2016DAL12,12,DAL,139,140
253,2016-11-24,2016,12,DET,16.0,13.0,3.0,DET,2016DET12,12,DET,341,85
254,2016-11-24,2016,12,IND,7.0,28.0,-21.0,IND,2016IND12,12,IND,289,139
255,2016-11-24,2016,12,MIN,13.0,16.0,-3.0,DET,2016MIN12,12,MIN,253,87
256,2016-11-24,2016,12,PIT,28.0,7.0,21.0,IND,2016PIT12,12,PIT,289,117
257,2016-11-24,2016,12,WAS,26.0,31.0,-5.0,DAL,2016WAS12,12,WAS,271,87
258,2016-11-27,2016,12,ARI,19.0,38.0,-19.0,ATL,2016ARI12,12,ARI,300,88
259,2016-11-27,2016,12,ATL,38.0,19.0,19.0,ATL,2016ATL12,12,ATL,297,128
260,2016-11-27,2016,12,BAL,19.0,14.0,5.0,BAL,2016BAL12,12,BAL,386,110
261,2016-11-27,2016,12,BUF,28.0,21.0,7.0,BUF,2016BUF12,12,BUF,191,212
262,2016-11-27,2016,12,CAR,32.0,35.0,-3.0,OAK,2016CAR12,12,CAR,182,89
263,2016-11-27,2016,12,CHI,21.0,27.0,-6.0,CHI,2016CHI12,12,CHI,192,142
264,2016-11-27,2016,12,CIN,14.0,19.0,-5.0,BAL,2016CIN12,12,CIN,332,80
265,2016-11-27,2016,12,CLE,13.0,27.0,-14.0,CLE,2016CLE12,12,CLE,322,58
266,2016-11-27,2016,12,DEN,27.0,30.0,-3.0,DEN,2016DEN12,12,DEN,104,104
267,2016-11-27,2016,12,HOU,13.0,21.0,-8.0,HOU,2016HOU12,12,HOU,202,123
268,2016-11-27,2016,12,JAX,21.0,28.0,-7.0,BUF,2016JAX12,12,JAX,181,154
269,2016-11-27,2016,12,LAR,21.0,49.0,-28.0,NO,2016LAR12,12,LAR,161,36
270,2016-11-27,2016,12,MIA,31.0,24.0,7.0,MIA,2016MIA12,12,MIA,226,62
271,2016-11-27,2016,12,NYG,27.0,13.0,14.0,CLE,2016NYG12,12,NYG,195,56
272,2016-11-27,2016,12,NYJ,17.0,22.0,-5.0,NYJ,2016NYJ12,12,NYJ,216,36
273,2016-11-27,2016,12,OAK,35.0,32.0,3.0,OAK,2016OAK12,12,OAK,260,139
274,2016-11-27,2016,12,SEA,5.0,14.0,-9.0,TB,2016SEA12,12,SEA,315,240
275,2016-11-27,2016,12,TEN,27.0,21.0,6.0,CHI,2016TEN12,12,TEN,226,149
276,2016-11-28,2016,12,PHI,13.0,27.0,-14.0,PHI,2016PHI12,12,PHI,308,53
277,2016-12-01,2016,13,DAL,17.0,15.0,2.0,MIN,2016DAL13,13,DAL,165,108
278,2016-12-01,2016,13,MIN,15.0,17.0,-2.0,MIN,2016MIN13,13,MIN,292,85
279,2016-12-04,2016,13,ARI,31.0,23.0,8.0,ARI,2016ARI13,13,ARI,145,175
280,2016-12-04,2016,13,ATL,28.0,29.0,-1.0,ATL,2016ATL13,13,ATL,237,66
281,2016-12-04,2016,13,BAL,38.0,6.0,32.0,BAL,2016BAL13,13,BAL,324,42
282,2016-12-04,2016,13,BUF,24.0,38.0,-14.0,OAK,2016BUF13,13,BUF,228,67
283,2016-12-04,2016,13,CAR,7.0,40.0,-33.0,SEA,2016CAR13,13,CAR,160,126
284,2016-12-04,2016,13,CHI,26.0,6.0,20.0,CHI,2016CHI13,13,CHI,212,92
285,2016-12-04,2016,13,CIN,32.0,14.0,18.0,CIN,2016CIN13,13,CIN,180,213
286,2016-12-04,2016,13,DEN,20.0,10.0,10.0,JAX,2016DEN13,13,DEN,350,18
287,2016-12-04,2016,13,DET,28.0,13.0,15.0,NO,2016DET13,13,DET,223,114
288,2016-12-04,2016,13,HOU,13.0,21.0,-8.0,GB,2016HOU13,13,HOU,147,185
289,2016-12-04,2016,13,JAX,10.0,20.0,-10.0,JAX,2016JAX13,13,JAX,257,85
290,2016-12-04,2016,13,LAR,10.0,26.0,-16.0,NE,2016LAR13,13,LAR,235,104
291,2016-12-04,2016,13,MIA,6.0,38.0,-32.0,BAL,2016MIA13,13,MIA,242,83
292,2016-12-04,2016,13,NYG,14.0,24.0,-10.0,PIT,2016NYG13,13,NYG,193,93
293,2016-12-04,2016,13,OAK,38.0,24.0,14.0,OAK,2016OAK13,13,OAK,117,135
294,2016-12-04,2016,13,PHI,14.0,32.0,-18.0,CIN,2016PHI13,13,PHI,314,95
295,2016-12-04,2016,13,PIT,24.0,14.0,10.0,PIT,2016PIT13,13,PIT,220,240
296,2016-12-04,2016,13,SEA,40.0,7.0,33.0,SEA,2016SEA13,13,SEA,240,136
297,2016-12-04,2016,13,WAS,23.0,31.0,-8.0,ARI,2016WAS13,13,WAS,234,107
298,2016-12-05,2016,13,IND,41.0,10.0,31.0,NYJ,2016IND13,13,IND,276,83
299,2016-12-05,2016,13,NYJ,10.0,41.0,-31.0,NYJ,2016NYJ13,13,NYJ,257,188
300,2016-12-08,2016,14,OAK,13.0,21.0,-8.0,KC,2016OAK14,14,OAK,213,145
301,2016-12-11,2016,14,ARI,23.0,26.0,-3.0,MIA,2016ARI14,14,ARI,318,116
302,2016-12-11,2016,14,ATL,42.0,14.0,28.0,LAR,2016ATL14,14,ATL,302,248
303,2016-12-11,2016,14,BUF,20.0,27.0,-7.0,BUF,2016BUF14,14,BUF,174,280
304,2016-12-11,2016,14,CAR,28.0,16.0,12.0,CAR,2016CAR14,14,CAR,300,148
305,2016-12-11,2016,14,CHI,17.0,20.0,-3.0,DET,2016CHI14,14,CHI,362,95
306,2016-12-11,2016,14,CIN,23.0,10.0,13.0,CLE,2016CIN14,14,CIN,157,76
307,2016-12-11,2016,14,CLE,10.0,23.0,-13.0,CLE,2016CLE14,14,CLE,196,107
308,2016-12-11,2016,14,DAL,7.0,10.0,-3.0,NYG,2016DAL14,14,DAL,279,185
309,2016-12-11,2016,14,DEN,10.0,13.0,-3.0,TEN,2016DEN14,14,DEN,282,58
310,2016-12-11,2016,14,DET,20.0,17.0,3.0,DET,2016DET14,14,DET,273,56
311,2016-12-11,2016,14,HOU,22.0,17.0,5.0,IND,2016HOU14,14,HOU,308,79
312,2016-12-11,2016,14,IND,17.0,22.0,-5.0,IND,2016IND14,14,IND,250,161
313,2016-12-11,2016,14,JAX,16.0,25.0,-9.0,JAX,2016JAX14,14,JAX,92,67
314,2016-12-11,2016,14,LAR,14.0,42.0,-28.0,LAR,2016LAR14,14,LAR,167,47
315,2016-12-11,2016,14,MIA,26.0,23.0,3.0,MIA,2016MIA14,14,MIA,236,67
316,2016-12-11,2016,14,MIN,25.0,16.0,9.0,JAX,2016MIN14,14,MIN,291,34
317,2016-12-11,2016,14,NYG,10.0,7.0,3.0,NYG,2016NYG14,14,NYG,201,114
318,2016-12-11,2016,14,NYJ,23.0,17.0,6.0,SF,2016NYJ14,14,NYJ,266,116
319,2016-12-11,2016,14,PHI,22.0,27.0,-5.0,PHI,2016PHI14,14,PHI,170,169
320,2016-12-11,2016,14,PIT,27.0,20.0,7.0,BUF,2016PIT14,14,PIT,286,97
321,2016-12-11,2016,14,SEA,10.0,38.0,-28.0,GB,2016SEA14,14,SEA,229,72
322,2016-12-11,2016,14,TEN,13.0,10.0,3.0,TEN,2016TEN14,14,TEN,241,148
323,2016-12-11,2016,14,WAS,27.0,22.0,5.0,PHI,2016WAS14,14,WAS,315,29
324,2016-12-12,2016,14,BAL,23.0,30.0,-7.0,NE,2016BAL14,14,BAL,206,151
325,2016-12-15,2016,15,LAR,3.0,24.0,-21.0,SEA,2016LAR15,15,LAR,90,99
326,2016-12-15,2016,15,SEA,24.0,3.0,21.0,SEA,2016SEA15,15,SEA,350,78
327,2016-12-17,2016,15,MIA,34.0,13.0,21.0,NYJ,2016MIA15,15,MIA,233,261
328,2016-12-17,2016,15,NYJ,13.0,34.0,-21.0,NYJ,2016NYJ15,15,NYJ,136,111
329,2016-12-18,2016,15,ARI,41.0,48.0,-7.0,ARI,2016ARI15,15,ARI,284,94
330,2016-12-18,2016,15,ATL,41.0,13.0,28.0,ATL,2016ATL15,15,ATL,277,152
331,2016-12-18,2016,15,BAL,27.0,26.0,1.0,BAL,2016BAL15,15,BAL,262,122
332,2016-12-18,2016,15,BUF,33.0,13.0,20.0,BUF,2016BUF15,15,BUF,329,272
333,2016-12-18,2016,15,CHI,27.0,30.0,-3.0,CHI,2016CHI15,15,CHI,323,140
334,2016-12-18,2016,15,CIN,20.0,24.0,-4.0,CIN,2016CIN15,15,CIN,268,50
335,2016-12-18,2016,15,CLE,13.0,33.0,-20.0,BUF,2016CLE15,15,CLE,175,124
336,2016-12-18,2016,15,DAL,26.0,20.0,6.0,DAL,2016DAL15,15,DAL,222,164
337,2016-12-18,2016,15,DEN,3.0,16.0,-13.0,DEN,2016DEN15,15,DEN,183,63
338,2016-12-18,2016,15,DET,6.0,17.0,-11.0,NYG,2016DET15,15,DET,260,90
339,2016-12-18,2016,15,HOU,21.0,20.0,1.0,HOU,2016HOU15,15,HOU,176,95
340,2016-12-18,2016,15,IND,34.0,6.0,28.0,MIN,2016IND15,15,IND,288,102
341,2016-12-18,2016,15,JAX,20.0,21.0,-1.0,HOU,2016JAX15,15,JAX,345,84
342,2016-12-18,2016,15,MIN,6.0,34.0,-28.0,MIN,2016MIN15,15,MIN,382,93
343,2016-12-18,2016,15,NYG,17.0,6.0,11.0,NYG,2016NYG15,15,NYG,356,114
344,2016-12-18,2016,15,OAK,19.0,16.0,3.0,LAC,2016OAK15,15,OAK,261,210
345,2016-12-18,2016,15,PHI,26.0,27.0,-1.0,BAL,2016PHI15,15,PHI,168,118
346,2016-12-18,2016,15,PIT,24.0,20.0,4.0,CIN,2016PIT15,15,PIT,279,127
347,2016-12-18,2016,15,TEN,19.0,17.0,2.0,KC,2016TEN15,15,TEN,223,58
348,2016-12-19,2016,15,CAR,26.0,15.0,11.0,WAS,2016CAR15,15,CAR,198,119
349,2016-12-19,2016,15,WAS,15.0,26.0,-11.0,WAS,2016WAS15,15,WAS,270,208
350,2016-12-22,2016,16,NYG,19.0,24.0,-5.0,PHI,2016NYG16,16,NYG,180,161
351,2016-12-22,2016,16,PHI,24.0,19.0,5.0,PHI,2016PHI16,16,PHI,245,114
352,2016-12-24,2016,16,ARI,34.0,31.0,3.0,SEA,2016ARI16,16,ARI,263,84
353,2016-12-24,2016,16,ATL,33.0,16.0,17.0,CAR,2016ATL16,16,ATL,331,142
354,2016-12-24,2016,16,BUF,31.0,34.0,-3.0,BUF,2016BUF16,16,BUF,182,68
355,2016-12-24,2016,16,CAR,16.0,33.0,-17.0,CAR,2016CAR16,16,CAR,237,128
356,2016-12-24,2016,16,CHI,21.0,41.0,-20.0,CHI,2016CHI16,16,CHI,149,183
357,2016-12-24,2016,16,CIN,10.0,12.0,-2.0,HOU,2016CIN16,16,CIN,226,153
358,2016-12-24,2016,16,CLE,20.0,17.0,3.0,CLE,2016CLE16,16,CLE,232,231
359,2016-12-24,2016,16,HOU,12.0,10.0,2.0,HOU,2016HOU16,16,HOU,278,46
360,2016-12-24,2016,16,IND,25.0,33.0,-8.0,OAK,2016IND16,16,IND,321,94
361,2016-12-24,2016,16,JAX,38.0,17.0,21.0,JAX,2016JAX16,16,JAX,301,182
362,2016-12-24,2016,16,LAR,21.0,22.0,-1.0,LAR,2016LAR16,16,LAR,143,52
363,2016-12-24,2016,16,MIA,34.0,31.0,3.0,BUF,2016MIA16,16,MIA,205,75
364,2016-12-24,2016,16,MIN,25.0,38.0,-13.0,GB,2016MIN16,16,MIN,250,124
365,2016-12-24,2016,16,NYJ,3.0,41.0,-38.0,NE,2016NYJ16,16,NYJ,210,127
366,2016-12-24,2016,16,OAK,33.0,25.0,8.0,OAK,2016OAK16,16,OAK,171,57
367,2016-12-24,2016,16,SEA,31.0,34.0,-3.0,SEA,2016SEA16,16,SEA,300,87
368,2016-12-24,2016,16,TEN,17.0,38.0,-21.0,JAX,2016TEN16,16,TEN,150,103
369,2016-12-24,2016,16,WAS,41.0,21.0,20.0,CHI,2016WAS16,16,WAS,287,38
370,2016-12-25,2016,16,BAL,27.0,31.0,-4.0,PIT,2016BAL16,16,BAL,279,72
371,2016-12-25,2016,16,DEN,10.0,33.0,-23.0,KC,2016DEN16,16,DEN,206,143
372,2016-12-25,2016,16,PIT,31.0,27.0,4.0,PIT,2016PIT16,16,PIT,277,69
373,2016-12-26,2016,16,DAL,42.0,21.0,21.0,DAL,2016DAL16,16,DAL,151,69
374,2016-12-26,2016,16,DET,21.0,42.0,-21.0,DAL,2016DET16,16,DET,347,76
